Binned_CRS_DEP_TIME,CARRIER,DEST,ORIGIN,Weather,DAY_WEEK,Flight Status
2,MQ,JFK,DCA,0,7,On-time
7,MQ,JFK,DCA,0,7,On-time
4,MQ,LGA,DCA,0,7,On-time
5,MQ,LGA,DCA,0,7,Delayed
6,MQ,LGA,DCA,0,7,On-time
7,MQ,LGA,DCA,0,7,On-time
2,UA,LGA,IAD,0,7,On-time
2,US,LGA,DCA,0,7,On-time
3,US,LGA,DCA,0,7,On-time
3,US,LGA,DCA,0,7,On-time
4,US,LGA,DCA,0,7,On-time
4,US,LGA,DCA,0,7,On-time
5,US,LGA,DCA,0,7,On-time
5,US,LGA,DCA,0,7,On-time
6,US,LGA,DCA,0,7,On-time
6,US,LGA,DCA,0,7,On-time
7,US,LGA,DCA,0,7,On-time
7,US,LGA,DCA,0,7,On-time
8,US,LGA,DCA,0,7,On-time
8,US,LGA,DCA,0,7,Delayed
5,RU,EWR,BWI,0,7,On-time
3,RU,EWR,BWI,0,7,Delayed
6,RU,EWR,BWI,0,7,On-time
4,RU,EWR,BWI,0,7,On-time
6,CO,EWR,DCA,0,7,On-time
4,CO,EWR,DCA,0,7,On-time
7,CO,EWR,DCA,0,7,On-time
2,DH,EWR,IAD,0,7,On-time
6,DH,EWR,IAD,0,7,On-time
4,DH,EWR,IAD,0,7,On-time
8,DH,EWR,IAD,0,7,Delayed
5,DH,EWR,IAD,0,7,Delayed
8,RU,EWR,DCA,0,7,Delayed
2,RU,EWR,DCA,0,7,On-time
2,RU,EWR,IAD,0,7,On-time
7,RU,EWR,IAD,0,7,Delayed
5,RU,EWR,IAD,0,7,On-time
6,RU,EWR,IAD,0,7,On-time
4,RU,EWR,DCA,0,7,On-time
6,RU,EWR,DCA,0,7,On-time
5,OH,JFK,BWI,0,1,On-time
4,DH,LGA,IAD,0,1,On-time
5,DH,LGA,IAD,0,1,Delayed
6,DH,LGA,IAD,0,1,Delayed
8,DH,LGA,IAD,0,1,Delayed
1,DH,LGA,IAD,0,1,Delayed
3,DH,LGA,IAD,0,1,Delayed
2,DH,JFK,IAD,0,1,On-time
4,DH,JFK,IAD,0,1,On-time
5,DH,JFK,IAD,0,1,Delayed
6,DH,JFK,IAD,0,1,Delayed
6,DH,JFK,IAD,0,1,Delayed
8,DH,JFK,IAD,0,1,On-time
6,DH,JFK,IAD,0,1,On-time
5,DL,JFK,DCA,1,1,Delayed
1,DL,LGA,DCA,1,1,Delayed
2,DL,LGA,DCA,0,1,On-time
3,DL,LGA,DCA,0,1,On-time
3,DL,LGA,DCA,0,1,On-time
4,DL,LGA,DCA,0,1,On-time
4,DL,LGA,DCA,0,1,On-time
5,DL,LGA,DCA,0,1,Delayed
5,DL,LGA,DCA,1,1,Delayed
6,DL,LGA,DCA,0,1,On-time
6,DL,LGA,DCA,0,1,On-time
7,DL,LGA,DCA,0,1,On-time
8,DL,LGA,DCA,0,1,On-time
5,MQ,JFK,DCA,1,1,Delayed
7,MQ,JFK,DCA,1,1,Delayed
2,MQ,LGA,DCA,1,1,Delayed
2,MQ,LGA,DCA,1,1,Delayed
4,MQ,LGA,DCA,1,1,Delayed
7,MQ,LGA,DCA,1,1,Delayed
2,UA,LGA,IAD,1,1,Delayed
1,US,LGA,DCA,0,1,Delayed
1,US,LGA,DCA,0,1,Delayed
2,US,LGA,DCA,0,1,On-time
2,US,LGA,DCA,1,1,Delayed
3,US,LGA,DCA,0,1,On-time
3,US,LGA,DCA,0,1,Delayed
5,US,LGA,DCA,0,1,On-time
6,US,LGA,DCA,0,1,On-time
6,US,LGA,DCA,0,1,On-time
7,US,LGA,DCA,0,1,On-time
7,US,LGA,DCA,0,1,On-time
8,US,LGA,DCA,0,1,On-time
8,US,LGA,DCA,0,1,Delayed
6,RU,EWR,BWI,0,1,Delayed
5,RU,EWR,BWI,0,1,On-time
1,CO,EWR,DCA,1,1,Delayed
7,CO,EWR,DCA,0,1,Delayed
4,CO,EWR,DCA,0,1,On-time
2,DH,EWR,IAD,0,1,On-time
4,DH,EWR,IAD,0,1,Delayed
8,DH,EWR,IAD,0,1,Delayed
1,DH,EWR,IAD,0,1,On-time
5,DH,EWR,IAD,1,1,Delayed
5,RU,EWR,IAD,0,1,Delayed
8,RU,EWR,DCA,0,1,On-time
2,RU,EWR,DCA,0,1,On-time
7,RU,EWR,IAD,0,1,Delayed
4,RU,EWR,IAD,0,1,On-time
6,RU,EWR,IAD,0,1,Delayed
4,RU,EWR,DCA,0,1,On-time
5,RU,EWR,DCA,1,1,Delayed
5,OH,JFK,BWI,0,2,On-time
6,DH,JFK,DCA,0,2,Delayed
4,DH,LGA,IAD,1,2,Delayed
5,DH,LGA,IAD,1,2,Delayed
6,DH,LGA,IAD,1,2,Delayed
1,DH,LGA,IAD,1,2,Delayed
3,DH,LGA,IAD,0,2,On-time
2,DH,JFK,IAD,0,2,Delayed
4,DH,JFK,IAD,0,2,Delayed
5,DH,JFK,IAD,1,2,Delayed
6,DH,JFK,IAD,1,2,Delayed
8,DH,JFK,IAD,1,2,Delayed
5,DL,JFK,DCA,0,2,Delayed
1,DL,LGA,DCA,0,2,On-time
2,DL,LGA,DCA,0,2,Delayed
3,DL,LGA,DCA,0,2,On-time
4,DL,LGA,DCA,0,2,On-time
5,DL,LGA,DCA,0,2,On-time
6,DL,LGA,DCA,0,2,Delayed
7,DL,LGA,DCA,0,2,Delayed
8,DL,LGA,DCA,0,2,Delayed
5,MQ,JFK,DCA,0,2,Delayed
7,MQ,JFK,DCA,1,2,Delayed
1,MQ,LGA,DCA,0,2,Delayed
2,MQ,LGA,DCA,0,2,On-time
5,MQ,LGA,DCA,1,2,Delayed
5,MQ,LGA,DCA,0,2,On-time
6,MQ,LGA,DCA,1,2,Delayed
2,UA,LGA,IAD,1,2,Delayed
1,US,LGA,DCA,0,2,On-time
1,US,LGA,DCA,0,2,On-time
2,US,LGA,DCA,0,2,On-time
2,US,LGA,DCA,0,2,On-time
3,US,LGA,DCA,0,2,On-time
3,US,LGA,DCA,0,2,On-time
4,US,LGA,DCA,0,2,On-time
4,US,LGA,DCA,0,2,On-time
5,US,LGA,DCA,0,2,On-time
5,US,LGA,DCA,0,2,On-time
6,US,LGA,DCA,0,2,On-time
6,US,LGA,DCA,0,2,On-time
1,RU,EWR,BWI,0,2,Delayed
6,CO,EWR,DCA,1,2,Delayed
4,CO,EWR,DCA,0,2,Delayed
2,DH,EWR,IAD,0,2,Delayed
6,DH,EWR,IAD,1,2,Delayed
4,DH,EWR,IAD,0,2,Delayed
8,DH,EWR,IAD,0,2,Delayed
5,DH,EWR,IAD,1,2,Delayed
5,RU,EWR,IAD,0,2,Delayed
1,RU,EWR,IAD,1,2,Delayed
1,RU,EWR,DCA,0,2,On-time
5,OH,JFK,BWI,0,3,On-time
6,DH,JFK,DCA,0,3,On-time
4,DH,LGA,IAD,0,3,On-time
5,DH,LGA,IAD,0,3,Delayed
6,DH,LGA,IAD,0,3,On-time
8,DH,LGA,IAD,0,3,Delayed
1,DH,LGA,IAD,0,3,On-time
3,DH,LGA,IAD,0,3,On-time
2,DH,JFK,IAD,0,3,Delayed
4,DH,JFK,IAD,0,3,Delayed
5,DH,JFK,IAD,0,3,On-time
6,DH,JFK,IAD,0,3,On-time
6,DH,JFK,IAD,0,3,Delayed
8,DH,JFK,IAD,0,3,On-time
6,DH,JFK,IAD,0,3,On-time
5,DL,JFK,DCA,0,3,On-time
1,DL,LGA,DCA,0,3,On-time
2,DL,LGA,DCA,0,3,On-time
3,DL,LGA,DCA,0,3,On-time
4,DL,LGA,DCA,0,3,On-time
5,DL,LGA,DCA,0,3,On-time
6,DL,LGA,DCA,0,3,On-time
7,DL,LGA,DCA,0,3,On-time
8,DL,LGA,DCA,0,3,Delayed
5,MQ,JFK,DCA,0,3,On-time
7,MQ,JFK,DCA,0,3,On-time
2,MQ,LGA,DCA,0,3,Delayed
5,MQ,LGA,DCA,0,3,Delayed
5,MQ,LGA,DCA,0,3,On-time
6,MQ,LGA,DCA,0,3,On-time
6,MQ,LGA,DCA,0,3,Delayed
7,MQ,LGA,DCA,0,3,Delayed
2,UA,LGA,IAD,0,3,On-time
1,US,LGA,DCA,0,3,On-time
1,US,LGA,DCA,0,3,On-time
2,US,LGA,DCA,0,3,Delayed
2,US,LGA,DCA,0,3,Delayed
3,US,LGA,DCA,0,3,On-time
3,US,LGA,DCA,0,3,On-time
4,US,LGA,DCA,0,3,On-time
5,US,LGA,DCA,0,3,Delayed
6,US,LGA,DCA,0,3,Delayed
6,US,LGA,DCA,0,3,On-time
7,US,LGA,DCA,0,3,On-time
7,US,LGA,DCA,0,3,On-time
8,US,LGA,DCA,0,3,Delayed
8,US,LGA,DCA,0,3,On-time
5,RU,EWR,BWI,0,3,On-time
3,RU,EWR,BWI,0,3,On-time
6,RU,EWR,BWI,0,3,Delayed
6,CO,EWR,DCA,0,3,On-time
7,CO,EWR,DCA,0,3,Delayed
4,CO,EWR,DCA,0,3,On-time
2,DH,EWR,IAD,0,3,On-time
6,DH,EWR,IAD,0,3,Delayed
4,DH,EWR,IAD,0,3,Delayed
8,DH,EWR,IAD,0,3,On-time
1,DH,EWR,IAD,0,3,On-time
5,DH,EWR,IAD,0,3,On-time
4,RU,EWR,DCA,0,3,On-time
6,RU,EWR,IAD,0,3,On-time
8,RU,EWR,DCA,0,3,Delayed
7,RU,EWR,IAD,0,3,On-time
6,RU,EWR,DCA,0,3,On-time
2,RU,EWR,DCA,0,3,Delayed
1,RU,EWR,IAD,0,3,On-time
5,RU,EWR,DCA,0,3,On-time
5,RU,EWR,IAD,0,3,On-time
5,OH,JFK,BWI,0,4,On-time
6,DH,JFK,DCA,0,4,On-time
4,DH,LGA,IAD,0,4,Delayed
5,DH,LGA,IAD,0,4,Delayed
6,DH,LGA,IAD,0,4,Delayed
8,DH,LGA,IAD,0,4,On-time
1,DH,LGA,IAD,0,4,Delayed
2,DH,JFK,IAD,0,4,On-time
4,DH,JFK,IAD,0,4,On-time
5,DH,JFK,IAD,0,4,On-time
6,DH,JFK,IAD,0,4,On-time
6,DH,JFK,IAD,0,4,On-time
8,DH,JFK,IAD,0,4,On-time
6,DH,JFK,IAD,0,4,On-time
5,DL,JFK,DCA,0,4,Delayed
1,DL,LGA,DCA,0,4,On-time
1,DL,LGA,DCA,0,4,On-time
2,DL,LGA,DCA,0,4,Delayed
3,DL,LGA,DCA,0,4,On-time
3,DL,LGA,DCA,0,4,On-time
4,DL,LGA,DCA,0,4,On-time
4,DL,LGA,DCA,0,4,On-time
5,DL,LGA,DCA,0,4,On-time
5,DL,LGA,DCA,0,4,On-time
6,DL,LGA,DCA,0,4,On-time
6,DL,LGA,DCA,0,4,On-time
7,DL,LGA,DCA,0,4,On-time
7,DL,LGA,DCA,0,4,On-time
8,DL,LGA,DCA,0,4,On-time
5,MQ,JFK,DCA,0,4,Delayed
1,MQ,JFK,DCA,0,4,On-time
7,MQ,JFK,DCA,0,4,On-time
1,MQ,LGA,DCA,0,4,Delayed
2,MQ,LGA,DCA,0,4,On-time
2,MQ,LGA,DCA,0,4,On-time
4,MQ,LGA,DCA,0,4,On-time
5,MQ,LGA,DCA,0,4,Delayed
5,MQ,LGA,DCA,0,4,Delayed
6,MQ,LGA,DCA,0,4,On-time
7,MQ,LGA,DCA,0,4,On-time
2,UA,LGA,IAD,0,4,On-time
1,US,LGA,DCA,0,4,On-time
1,US,LGA,DCA,0,4,Delayed
2,US,LGA,DCA,0,4,On-time
2,US,LGA,DCA,0,4,On-time
3,US,LGA,DCA,0,4,On-time
3,US,LGA,DCA,0,4,On-time
4,US,LGA,DCA,0,4,On-time
4,US,LGA,DCA,0,4,On-time
5,US,LGA,DCA,0,4,On-time
5,US,LGA,DCA,0,4,On-time
6,US,LGA,DCA,0,4,On-time
6,US,LGA,DCA,0,4,On-time
7,US,LGA,DCA,0,4,On-time
7,US,LGA,DCA,0,4,On-time
8,US,LGA,DCA,0,4,On-time
8,US,LGA,DCA,0,4,On-time
6,RU,EWR,BWI,0,4,On-time
1,RU,EWR,BWI,0,4,On-time
3,RU,EWR,BWI,0,4,On-time
5,RU,EWR,BWI,0,4,On-time
4,CO,EWR,DCA,0,4,On-time
6,CO,EWR,DCA,0,4,On-time
1,CO,EWR,DCA,0,4,On-time
7,CO,EWR,DCA,0,4,On-time
2,DH,EWR,IAD,0,4,Delayed
6,DH,EWR,IAD,0,4,On-time
4,DH,EWR,IAD,0,4,On-time
8,DH,EWR,IAD,0,4,Delayed
1,DH,EWR,IAD,0,4,On-time
5,DH,EWR,IAD,0,4,On-time
8,RU,EWR,DCA,0,4,On-time
6,RU,EWR,DCA,0,4,On-time
5,RU,EWR,IAD,0,4,On-time
1,RU,EWR,DCA,0,4,On-time
1,RU,EWR,IAD,0,4,On-time
7,RU,EWR,IAD,0,4,On-time
4,RU,EWR,DCA,0,4,Delayed
4,RU,EWR,IAD,0,4,On-time
5,RU,EWR,DCA,0,4,Delayed
2,RU,EWR,DCA,0,4,On-time
6,RU,EWR,IAD,0,4,On-time
5,OH,JFK,BWI,0,5,On-time
6,DH,JFK,DCA,0,5,On-time
4,DH,LGA,IAD,0,5,On-time
5,DH,LGA,IAD,0,5,Delayed
6,DH,LGA,IAD,0,5,On-time
8,DH,LGA,IAD,0,5,On-time
1,DH,LGA,IAD,0,5,On-time
3,DH,LGA,IAD,0,5,On-time
2,DH,JFK,IAD,0,5,On-time
4,DH,JFK,IAD,0,5,On-time
5,DH,JFK,IAD,0,5,On-time
6,DH,JFK,IAD,0,5,On-time
6,DH,JFK,IAD,0,5,On-time
8,DH,JFK,IAD,0,5,Delayed
6,DH,JFK,IAD,0,5,On-time
5,DL,JFK,DCA,0,5,Delayed
1,DL,LGA,DCA,0,5,On-time
1,DL,LGA,DCA,0,5,On-time
2,DL,LGA,DCA,0,5,On-time
2,DL,LGA,DCA,0,5,On-time
3,DL,LGA,DCA,0,5,On-time
3,DL,LGA,DCA,0,5,On-time
4,DL,LGA,DCA,0,5,On-time
4,DL,LGA,DCA,0,5,On-time
5,DL,LGA,DCA,0,5,On-time
5,DL,LGA,DCA,0,5,On-time
6,DL,LGA,DCA,0,5,On-time
6,DL,LGA,DCA,0,5,On-time
7,DL,LGA,DCA,0,5,On-time
7,DL,LGA,DCA,0,5,On-time
8,DL,LGA,DCA,0,5,On-time
5,MQ,JFK,DCA,0,5,On-time
7,MQ,JFK,DCA,0,5,On-time
1,MQ,LGA,DCA,0,5,On-time
2,MQ,LGA,DCA,1,5,Delayed
2,MQ,LGA,DCA,0,5,On-time
3,MQ,LGA,DCA,0,5,On-time
4,MQ,LGA,DCA,0,5,On-time
5,MQ,LGA,DCA,0,5,On-time
5,MQ,LGA,DCA,0,5,On-time
6,MQ,LGA,DCA,0,5,Delayed
6,MQ,LGA,DCA,0,5,On-time
2,UA,LGA,IAD,0,5,On-time
1,US,LGA,DCA,0,5,On-time
1,US,LGA,DCA,0,5,On-time
2,US,LGA,DCA,0,5,On-time
2,US,LGA,DCA,0,5,On-time
3,US,LGA,DCA,0,5,On-time
3,US,LGA,DCA,0,5,On-time
4,US,LGA,DCA,0,5,On-time
4,US,LGA,DCA,0,5,On-time
5,US,LGA,DCA,0,5,On-time
5,US,LGA,DCA,0,5,On-time
6,US,LGA,DCA,0,5,On-time
6,US,LGA,DCA,0,5,Delayed
7,US,LGA,DCA,0,5,On-time
7,US,LGA,DCA,0,5,On-time
8,US,LGA,DCA,0,5,On-time
8,US,LGA,DCA,0,5,On-time
6,RU,EWR,BWI,0,5,Delayed
1,RU,EWR,BWI,0,5,On-time
5,RU,EWR,BWI,0,5,Delayed
3,RU,EWR,BWI,0,5,On-time
6,CO,EWR,DCA,0,5,On-time
4,CO,EWR,DCA,0,5,On-time
7,CO,EWR,DCA,0,5,On-time
1,CO,EWR,DCA,0,5,On-time
2,DH,EWR,IAD,0,5,On-time
6,DH,EWR,IAD,0,5,On-time
4,DH,EWR,IAD,0,5,Delayed
8,DH,EWR,IAD,0,5,On-time
1,DH,EWR,IAD,0,5,On-time
5,DH,EWR,IAD,0,5,On-time
4,RU,EWR,IAD,0,5,On-time
8,RU,EWR,DCA,0,5,On-time
6,RU,EWR,IAD,0,5,Delayed
7,RU,EWR,IAD,0,5,Delayed
1,RU,EWR,DCA,0,5,On-time
4,RU,EWR,DCA,0,5,Delayed
5,RU,EWR,DCA,0,5,Delayed
6,RU,EWR,DCA,0,5,On-time
2,RU,EWR,DCA,0,5,On-time
5,RU,EWR,IAD,0,5,Delayed
1,RU,EWR,IAD,0,5,Delayed
5,OH,JFK,BWI,0,6,On-time
6,DH,JFK,DCA,0,6,On-time
4,DH,LGA,IAD,0,6,On-time
6,DH,LGA,IAD,0,6,On-time
8,DH,LGA,IAD,0,6,On-time
2,DH,JFK,IAD,0,6,Delayed
4,DH,JFK,IAD,0,6,On-time
6,DH,JFK,IAD,0,6,On-time
6,DH,JFK,IAD,0,6,On-time
8,DH,JFK,IAD,0,6,On-time
7,DH,JFK,IAD,0,6,On-time
5,DL,JFK,DCA,0,6,On-time
1,DL,LGA,DCA,0,6,On-time
2,DL,LGA,DCA,0,6,Delayed
3,DL,LGA,DCA,0,6,On-time
4,DL,LGA,DCA,0,6,On-time
5,DL,LGA,DCA,0,6,On-time
6,DL,LGA,DCA,0,6,On-time
7,DL,LGA,DCA,0,6,On-time
8,DL,LGA,DCA,0,6,On-time
5,MQ,JFK,DCA,0,6,On-time
1,MQ,JFK,DCA,0,6,On-time
7,MQ,JFK,DCA,0,6,On-time
2,MQ,LGA,DCA,0,6,On-time
4,MQ,LGA,DCA,0,6,On-time
2,UA,LGA,IAD,0,6,On-time
1,US,LGA,DCA,0,6,On-time
2,US,LGA,DCA,0,6,On-time
3,US,LGA,DCA,0,6,On-time
4,US,LGA,DCA,0,6,On-time
5,US,LGA,DCA,0,6,On-time
6,US,LGA,DCA,0,6,On-time
7,US,LGA,DCA,0,6,On-time
3,RU,EWR,BWI,0,6,On-time
5,RU,EWR,BWI,0,6,On-time
6,RU,EWR,BWI,0,6,On-time
1,RU,EWR,BWI,0,6,On-time
4,CO,EWR,DCA,0,6,On-time
2,DH,EWR,IAD,0,6,On-time
6,DH,EWR,IAD,0,6,On-time
4,DH,EWR,IAD,0,6,On-time
8,DH,EWR,IAD,0,6,On-time
5,RU,EWR,IAD,0,6,On-time
2,RU,EWR,DCA,0,6,On-time
1,RU,EWR,IAD,0,6,On-time
1,RU,EWR,DCA,0,6,On-time
6,RU,EWR,IAD,0,6,On-time
6,RU,EWR,DCA,0,6,On-time
4,RU,EWR,DCA,0,6,On-time
6,RU,EWR,DCA,0,6,On-time
